CruiseID,Staname,Refdist,LonGV,LatGV,ZLoNM
d22396,IB21S+,19.4085773503411,NaN,NaN,NaN
d22396,IB22S+,6.72102209556408,NaN,NaN,NaN
d23097,1G+,1302.89943777813,NaN,NaN,NaN
d23097,2G+,1295.32049608051,NaN,NaN,NaN
d23097,3G+,1289.5190615426,NaN,NaN,NaN
d23097,4G+,1282.06093016324,NaN,NaN,NaN
d23097,5G+,1272.9178431668,NaN,NaN,NaN
d23097,6G+,1260.72706050488,NaN,NaN,NaN
d23097,7G+,1248.01816957983,NaN,NaN,NaN
d23097,8G+,1237.86934301379,NaN,NaN,NaN
d23097,9G+,1227.72051644774,NaN,NaN,NaN
d23097,10G+,1217.54121292504,NaN,NaN,NaN
d23097,11G+,1207.20679717937,NaN,NaN,NaN
d23097,12G+,1196.69115049774,NaN,NaN,NaN
d23097,13G+,1186.15265230501,NaN,NaN,NaN
d23097,14G+,1175.58696718581,NaN,NaN,NaN
d23097,T+,1164.60896896915,NaN,NaN,NaN
d23097,15G+,1149.57371459129,NaN,NaN,NaN
d23097,S+,1133.08441927928,NaN,NaN,NaN
d23097,R+,1118.82460680132,-9.10160098969936,57.0234694480896,204.999999999999
d23097,Q+,1108.37380704328,NaN,NaN,295
d23097,Q1+,1101.72574213887,NaN,NaN,775
d23097,P+,1089.42707658295,-9.56026148796082,57.1248924732208,1270
d23097,O+,1068.9500750927,NaN,NaN,1305
d23097,N+,1046.77417036539,NaN,NaN,NaN
d23097,M+,1026.80500794072,NaN,NaN,NaN
d23097,L+,1011.24644495635,NaN,NaN,NaN
d23097,K+,997.949349218572,NaN,NaN,NaN
d23097,J+,983.859226148175,NaN,NaN,585
d23097,I+,970.288862878406,NaN,NaN,940
d23097,H+,954.295750175461,NaN,NaN,1265
d23097,G+,932.842121461985,NaN,NaN,1135
d23097,F+,909.356986908352,NaN,NaN,1035
d23097,E+,890.849674734066,NaN,NaN,NaN
d23097,D+,879.863313261289,NaN,NaN,NaN
d23097,C+,865.903377149661,NaN,NaN,NaN
d23097,B+,846.952231455968,NaN,NaN,NaN
d23097,A+,828.757970343109,-13.7801529765129,57.6252364516258,125
d23097,IB1+,806.770168481099,NaN,NaN,145
d23097,IB1A+,781.137312284704,NaN,NaN,290.000000000001
d23097,IB2+,755.276537301711,NaN,NaN,445
d23097,IB2A+,727.531676215033,NaN,NaN,NaN
d23097,IB3+,701.779011653906,NaN,NaN,NaN
d23097,IB3A+,677.70990248514,NaN,NaN,NaN
d23097,IB4+,656.552122245144,NaN,NaN,NaN
d23097,IB4A+,639.451050292806,NaN,NaN,NaN
d23097,IB4B+,621.500630600615,NaN,NaN,NaN
d23097,IB4C+,602.515916919915,NaN,NaN,NaN
d23097,IB5+,586.044619970636,-17.119226962328,58.9053139090538,835
d23097,IB6+,562.949888472012,-17.4485909640789,59.0373229384422,910
d23097,IB7+,538.601559837495,-17.7797089517117,59.1660939455032,1265
d23097,IB8+,518.528667699264,-18.0799469649792,59.2734734416008,1715
d23097,IB9+,499.742154822881,-18.3433014750481,59.3715859651566,2160
d23097,IB10+,468.663262611363,-18.7851494848728,59.5375319719315,2565
d23097,IB11+,430.673460109097,NaN,NaN,2700
d23097,IB11A+,399.848329731582,NaN,NaN,NaN
d23097,IB12+,368.446595350603,NaN,NaN,NaN
d23097,IB12A+,340.666595350603,NaN,NaN,NaN
d23097,IB13+,312.886595350603,NaN,NaN,NaN
d23097,IB13A+,285.106595350603,NaN,NaN,NaN
d23097,IB14+,257.326595350603,NaN,NaN,NaN
d23097,IB15+,229.546595350603,NaN,NaN,NaN
d23097,IB16+,201.766595350603,NaN,NaN,NaN
d23097,IB16A+,173.986595350603,NaN,NaN,NaN
d23097,IB17+,141.10058472554,NaN,NaN,NaN
d23097,IB18S+,103.065136990246,NaN,NaN,NaN
d23097,IB19S+,69.8212652683242,NaN,NaN,NaN
d23097,IB20S+,40.4959705830945,NaN,NaN,NaN
d23097,IB21S+,19.4085773503411,NaN,NaN,NaN
d23097,IB22S+,6.72102209556408,NaN,NaN,NaN
d23398,1G+,1302.89943777813,NaN,NaN,NaN
d23398,2G+,1295.32049608051,NaN,NaN,NaN
d23398,3G+,1289.5190615426,NaN,NaN,NaN
d23398,4G+,1282.06093016324,NaN,NaN,NaN
d23398,5G+,1272.9178431668,NaN,NaN,NaN
d23398,6G+,1260.72706050488,NaN,NaN,NaN
d23398,7G+,1248.01816957983,NaN,NaN,NaN
d23398,8G+,1237.86934301379,NaN,NaN,NaN
d23398,9G+,1227.72051644774,NaN,NaN,NaN
d23398,10G+,1217.54121292504,NaN,NaN,NaN
d23398,11G+,1207.20679717937,NaN,NaN,NaN
d23398,12G+,1196.69115049774,NaN,NaN,NaN
d23398,13G+,1186.15265230501,NaN,NaN,NaN
d23398,14G+,1175.58696718581,NaN,NaN,NaN
d23398,T+,1164.60896896915,NaN,NaN,NaN
d23398,15G+,1149.57371459129,NaN,NaN,NaN
d23398,S+,1133.08441927928,NaN,NaN,NaN
d23398,R+,1118.82460680132,-9.10629998147488,57.0249999165535,209.999999999998
d23398,Q+,1108.37380704328,NaN,NaN,305
d23398,Q1+,1101.72574213887,NaN,NaN,750
d23398,P+,1089.42707658295,-9.56079998612404,57.1285499334335,1230
d23398,O+,1068.9500750927,NaN,NaN,1265
d23398,N+,1046.77417036539,NaN,NaN,NaN
d23398,M+,1026.80500794072,NaN,NaN,NaN
d23398,L+,1011.24644495635,NaN,NaN,NaN
d23398,K+,997.949349218572,NaN,NaN,NaN
d23398,J+,983.859226148175,NaN,NaN,585
d23398,I+,970.288862878406,NaN,NaN,905
d23398,H+,954.295750175461,NaN,NaN,1205
d23398,G+,932.842121461985,NaN,NaN,1185
d23398,F+,909.356986908352,-12.4380499869585,57.5265499353409,1140
d23398,E+,890.849674734066,-12.7479999810457,57.5355999469757,NaN
d23398,D+,879.863313261289,NaN,NaN,NaN
d23398,C+,865.903377149661,NaN,NaN,NaN
d23398,B+,846.952231455968,NaN,NaN,NaN
d23398,A+,828.757970343109,NaN,NaN,NaN
d23398,IB1+,806.770168481099,NaN,NaN,NaN
d23398,IB1A+,781.137312284704,NaN,NaN,NaN
d23398,IB2+,755.276537301711,NaN,NaN,NaN
d23398,IB2A+,727.531676215033,NaN,NaN,NaN
d23398,IB3+,701.779011653906,NaN,NaN,NaN
d23398,IB3A+,677.70990248514,NaN,NaN,NaN
d23398,IB4+,656.552122245144,NaN,NaN,NaN
d23398,IB4A+,639.451050292806,NaN,NaN,NaN
d23398,IB4B+,621.500630600615,NaN,NaN,NaN
d23398,IB4C+,602.515916919915,NaN,NaN,NaN
d23398,IB5+,586.044619970636,NaN,NaN,NaN
d23398,IB6+,562.949888472012,-17.4169999659061,59.0492499470711,900
d23398,IB7+,538.601559837495,NaN,NaN,965
d23398,IB8+,518.528667699264,NaN,NaN,1405
d23398,IB9+,499.742154822881,-18.2880499660969,59.389899969101,NaN
d23398,IB10+,468.663262611363,NaN,NaN,NaN
d23398,IB11+,430.673460109097,NaN,NaN,NaN
d23398,IB11A+,399.848329731582,NaN,NaN,NaN
d23398,IB12+,368.446595350603,NaN,NaN,825
d23398,IB12A+,340.666595350603,NaN,NaN,810
d23398,IB13+,312.886595350603,NaN,NaN,780
d23398,IB13A+,285.106595350603,NaN,NaN,765
d23398,IB14+,257.326595350603,NaN,NaN,760
d23398,IB15+,229.546595350603,NaN,NaN,755
d23398,IB16+,201.766595350603,NaN,NaN,755
d23398,IB16A+,173.986595350603,NaN,NaN,NaN
d23398,IB17+,141.10058472554,NaN,NaN,NaN
d23398,IB18S+,103.065136990246,NaN,NaN,NaN
d23398,IB19S+,69.8212652683242,NaN,NaN,NaN
d23398,IB20S+,40.4959705830945,NaN,NaN,NaN
d23398,IB21S+,19.4085773503411,NaN,NaN,NaN
d23398,IB22S+,6.72102209556408,NaN,NaN,NaN
d24299,1G+,1302.89943777813,NaN,NaN,NaN
d24299,2G+,1295.32049608051,NaN,NaN,NaN
d24299,3G+,1289.5190615426,NaN,NaN,NaN
d24299,4G+,1282.06093016324,NaN,NaN,NaN
d24299,5G+,1272.9178431668,NaN,NaN,NaN
d24299,6G+,1260.72706050488,NaN,NaN,NaN
d24299,7G+,1248.01816957983,NaN,NaN,NaN
d24299,8G+,1237.86934301379,NaN,NaN,NaN
d24299,9G+,1227.72051644774,NaN,NaN,NaN
d24299,10G+,1217.54121292504,NaN,NaN,NaN
d24299,11G+,1207.20679717937,NaN,NaN,NaN
d24299,12G+,1196.69115049774,NaN,NaN,NaN
d24299,13G+,1186.15265230501,NaN,NaN,115
d24299,14G+,1175.58696718581,NaN,NaN,110
d24299,T+,1164.60896896915,-8.42229998111725,56.8577499389648,105
d24299,15G+,1149.57371459129,-8.64674997329712,56.9175999164581,105
d24299,S+,1133.08441927928,-8.89144998788834,56.9751999378204,110
d24299,R+,1118.82460680132,-9.11269998550415,57.0267999768257,219.999999999998
d24299,Q+,1108.37380704328,-9.27884997427464,57.0687999725342,544.999999999992
d24299,Q1+,1101.72574213887,-9.39274998009205,57.0970499515533,980
d24299,P+,1089.42707658295,NaN,NaN,1175
d24299,O+,1068.9500750927,NaN,NaN,1155
d24299,N+,1046.77417036539,-10.2064999789,57.2624999880791,1190
d24299,M+,1026.80500794072,-10.5129999816418,57.3331499695778,1005
d24299,L+,1011.24644495635,-10.7495999932289,57.3872999548912,685
d24299,K+,997.949349218572,-10.9592499881983,57.4232499599457,585
d24299,J+,983.859226148175,-11.1911499798298,57.4549499750137,660
d24299,I+,970.288862878406,-11.4218999892473,57.4763499498367,980
d24299,H+,954.295750175461,-11.6778999865055,57.4942999482155,1245
d24299,G+,932.842121461985,-12.0392999798059,57.505049943924,1220
d24299,F+,909.356986908352,-12.4471499919891,57.5206499099731,1110
d24299,E+,890.849674734066,-12.7517999857664,57.5390999317169,670
d24299,D+,879.863313261289,-12.929249972105,57.5518499612808,229.999999999999
d24299,C+,865.903377149661,-13.1604499816895,57.5616999864578,135
d24299,B+,846.952231455968,-13.4805999845266,57.5637999773026,105
d24299,A+,828.757970343109,-13.7902999818325,57.627749979496,125
d24299,IB1+,806.770168481099,NaN,NaN,145
d24299,IB1A+,781.137312284704,NaN,NaN,290.000000000001
d24299,IB2+,755.276537301711,NaN,NaN,450
d24299,IB2A+,727.531676215033,NaN,NaN,NaN
d24299,IB3+,701.779011653906,NaN,NaN,NaN
d24299,IB3A+,677.70990248514,NaN,NaN,NaN
d24299,IB4+,656.552122245144,NaN,NaN,NaN
d24299,IB4A+,639.451050292806,NaN,NaN,NaN
d24299,IB4B+,621.500630600615,NaN,NaN,NaN
d24299,IB4C+,602.515916919915,NaN,NaN,NaN
d24299,IB5+,586.044619970636,-17.1220499575138,58.9002499580383,845
d24299,IB6+,562.949888472012,-17.4415499567986,59.0400999188423,915
d24299,IB7+,538.601559837495,-17.7731999754906,59.1690499186516,1265
d24299,IB8+,518.528667699264,-18.0813999772072,59.2692999243736,1715
d24299,IB9+,499.742154822881,-18.3453499674797,59.3701999187469,2160
d24299,IB10+,468.663262611363,-18.7817999720573,59.5447999238968,2565
d24299,IB11+,430.673460109097,NaN,NaN,2695
d24299,IB11A+,399.848329731582,NaN,NaN,NaN
d24299,IB12+,368.446595350603,NaN,NaN,NaN
d24299,IB12A+,340.666595350603,NaN,NaN,NaN
d24299,IB13+,312.886595350603,NaN,NaN,NaN
d24299,IB13A+,285.106595350603,NaN,NaN,NaN
d24299,IB14+,257.326595350603,NaN,NaN,NaN
d24299,IB15+,229.546595350603,NaN,NaN,NaN
d24299,IB16+,201.766595350603,NaN,NaN,NaN
d24299,IB16A+,173.986595350603,NaN,NaN,NaN
d24299,IB17+,141.10058472554,NaN,NaN,NaN
d24299,IB18S+,103.065136990246,NaN,NaN,NaN
d24299,IB19S+,69.8212652683242,NaN,NaN,NaN
d24299,IB20S+,40.4959705830945,NaN,NaN,NaN
d24299,IB21S+,19.4085773503411,NaN,NaN,NaN
d24299,IB22S+,6.72102209556408,NaN,NaN,NaN
d24500,1G+,1302.89943777813,NaN,NaN,NaN
d24500,2G+,1295.32049608051,NaN,NaN,NaN
d24500,3G+,1289.5190615426,NaN,NaN,NaN
d24500,4G+,1282.06093016324,NaN,NaN,NaN
d24500,5G+,1272.9178431668,NaN,NaN,NaN
d24500,6G+,1260.72706050488,NaN,NaN,NaN
d24500,7G+,1248.01816957983,NaN,NaN,135
d24500,8G+,1237.86934301379,NaN,NaN,145
d24500,9G+,1227.72051644774,-7.41719999909401,56.7321999669075,99.9999999999988
d24500,10G+,1217.54121292504,-7.58259999752045,56.7327999472618,45
d24500,11G+,1207.20679717937,NaN,NaN,45
d24500,12G+,1196.69115049774,NaN,NaN,74.9999999999993
d24500,13G+,1186.15265230501,NaN,NaN,105
d24500,14G+,1175.58696718581,NaN,NaN,110
d24500,T+,1164.60896896915,-8.41494998335838,56.8599999547005,115
d24500,15G+,1149.57371459129,-8.63814997673035,56.9158999323845,115
d24500,S+,1133.08441927928,-8.89004997909069,56.9744999408722,120
d24500,R+,1118.82460680132,-9.11119998991489,57.0228999853134,229.999999999998
d24500,Q+,1108.37380704328,-9.27469998598099,57.0681499838829,524.999999999994
d24500,Q1+,1101.72574213887,-9.37749998271465,57.1006999611855,955
d24500,P+,1089.42707658295,-9.55584998428822,57.1351999640465,1195
d24500,O+,1068.9500750927,-9.87074998021126,57.1931999921799,1235
d24500,N+,1046.77417036539,-10.2278499901295,57.2622999548912,1290
d24500,M+,1026.80500794072,-10.5339499861002,57.3309999108315,1040
d24500,L+,1011.24644495635,-10.7675499767065,57.3820999264717,680
d24500,K+,997.949349218572,-10.9599999785423,57.4254499673843,585
d24500,J+,983.859226148175,-11.1829999834299,57.4597999453545,665
d24500,I+,970.288862878406,-11.4052499830723,57.4807999134064,995
d24500,H+,954.295750175461,-11.6700499802828,57.5008999109268,NaN
d24500,G+,932.842121461985,NaN,NaN,NaN
d24500,F+,909.356986908352,NaN,NaN,NaN
d24500,E+,890.849674734066,NaN,NaN,NaN
d24500,D+,879.863313261289,NaN,NaN,NaN
d24500,C+,865.903377149661,NaN,NaN,NaN
d24500,B+,846.952231455968,NaN,NaN,NaN
d24500,A+,828.757970343109,NaN,NaN,NaN
d24500,IB1+,806.770168481099,NaN,NaN,NaN
d24500,IB1A+,781.137312284704,NaN,NaN,NaN
d24500,IB2+,755.276537301711,NaN,NaN,NaN
d24500,IB2A+,727.531676215033,NaN,NaN,NaN
d24500,IB3+,701.779011653906,NaN,NaN,NaN
d24500,IB3A+,677.70990248514,NaN,NaN,NaN
d24500,IB4+,656.552122245144,NaN,NaN,NaN
d24500,IB4A+,639.451050292806,NaN,NaN,NaN
d24500,IB4B+,621.500630600615,NaN,NaN,NaN
d24500,IB4C+,602.515916919915,NaN,NaN,NaN
d24500,IB5+,586.044619970636,NaN,NaN,NaN
d24500,IB6+,562.949888472012,NaN,NaN,NaN
d24500,IB7+,538.601559837495,NaN,NaN,NaN
d24500,IB8+,518.528667699264,NaN,NaN,NaN
d24500,IB9+,499.742154822881,NaN,NaN,NaN
d24500,IB10+,468.663262611363,NaN,NaN,NaN
d24500,IB11+,430.673460109097,NaN,NaN,NaN
d24500,IB11A+,399.848329731582,NaN,NaN,NaN
d24500,IB12+,368.446595350603,NaN,NaN,NaN
d24500,IB12A+,340.666595350603,NaN,NaN,NaN
d24500,IB13+,312.886595350603,NaN,NaN,NaN
d24500,IB13A+,285.106595350603,NaN,NaN,NaN
d24500,IB14+,257.326595350603,NaN,NaN,NaN
d24500,IB15+,229.546595350603,NaN,NaN,NaN
d24500,IB16+,201.766595350603,NaN,NaN,NaN
d24500,IB16A+,173.986595350603,NaN,NaN,NaN
d24500,IB17+,141.10058472554,NaN,NaN,NaN
d24500,IB18S+,103.065136990246,NaN,NaN,NaN
d24500,IB19S+,69.8212652683242,NaN,NaN,NaN
d24500,IB20S+,40.4959705830945,NaN,NaN,NaN
d24500,IB21S+,19.4085773503411,NaN,NaN,NaN
d24500,IB22S+,6.72102209556408,NaN,NaN,NaN
d25301,1G+,1302.89943777813,NaN,NaN,NaN
d25301,2G+,1295.32049608051,NaN,NaN,NaN
d25301,3G+,1289.5190615426,NaN,NaN,NaN
d25301,4G+,1282.06093016324,NaN,NaN,NaN
d25301,5G+,1272.9178431668,NaN,NaN,NaN
d25301,6G+,1260.72706050488,NaN,NaN,NaN
d25301,7G+,1248.01816957983,NaN,NaN,NaN
d25301,8G+,1237.86934301379,NaN,NaN,NaN
d25301,9G+,1227.72051644774,NaN,NaN,NaN
d25301,10G+,1217.54121292504,NaN,NaN,NaN
d25301,11G+,1207.20679717937,NaN,NaN,NaN
d25301,12G+,1196.69115049774,NaN,NaN,NaN
d25301,13G+,1186.15265230501,NaN,NaN,NaN
d25301,14G+,1175.58696718581,-8.32019999623299,56.8320999145508,NaN
d25301,T+,1164.60896896915,-8.40819999575615,56.8565499186516,NaN
d25301,15G+,1149.57371459129,-8.74414998292923,56.9395999312401,NaN
d25301,S+,1133.08441927928,-8.99209997057915,56.9981999397278,NaN
d25301,R+,1118.82460680132,-8.99209997057915,56.9981999397278,NaN
d25301,Q+,1108.37380704328,-9.20654997229576,57.048349916935,125
d25301,Q1+,1101.72574213887,-9.42099997401237,57.0984998941422,670
d25301,P+,1089.42707658295,-9.55564998090267,57.1242999434471,1215
d25301,O+,1068.9500750927,-9.87374998629093,57.189699947834,1220
d25301,N+,1046.77417036539,-10.2168499827385,57.2593999505043,1265
d25301,M+,1026.80500794072,-10.5147499889135,57.3255999684334,1045
d25301,L+,1011.24644495635,-10.7522999942303,57.3815999627113,685
d25301,K+,997.949349218572,-10.9655999839306,57.4263999462128,585
d25301,J+,983.859226148175,-11.1949999779463,57.4618499279022,660
d25301,I+,970.288862878406,-11.4211499840021,57.479749917984,915
d25301,H+,954.295750175461,-11.6901999861002,57.4909499287605,1070
d25301,G+,932.842121461985,-12.0462999790907,57.5030999779701,1045
d25301,F+,909.356986908352,-12.4340999871492,57.5199999809265,1055
d25301,E+,890.849674734066,-12.7433499991894,57.5283999443054,675
d25301,D+,879.863313261289,-12.9303499907255,57.53904992342,219.999999999999
d25301,C+,865.903377149661,-13.1654499769211,57.55864995718,125
d25301,B+,846.952231455968,-13.4835999757051,57.5762999653816,95
d25301,A+,828.757970343109,-13.7912499755621,57.564649939537,115
d25301,IB1+,806.770168481099,-14.2218999713659,57.6783999204636,175
d25301,IB1A+,781.137312284704,NaN,NaN,280
d25301,IB2+,755.276537301711,NaN,NaN,445
d25301,IB2A+,727.531676215033,-15.2488499730825,58.1710999011993,550
d25301,IB3+,701.779011653906,-15.501099973917,58.2895998954773,755.000000000001
d25301,IB3A+,677.70990248514,-15.7507999688387,58.4001499414444,NaN
d25301,IB4+,656.552122245144,NaN,NaN,NaN
d25301,IB4A+,639.451050292806,NaN,NaN,NaN
d25301,IB4B+,621.500630600615,-16.5051999688148,58.7309999465942,NaN
d25301,IB4C+,602.515916919915,-16.7415499687195,58.8446999192238,985
d25301,IB5+,586.044619970636,-16.9778999686241,58.9583998918533,830
d25301,IB6+,562.949888472012,-17.2330499589443,59.0639998912811,NaN
d25301,IB7+,538.601559837495,NaN,NaN,NaN
d25301,IB8+,518.528667699264,NaN,NaN,NaN
d25301,IB9+,499.742154822881,NaN,NaN,NaN
d25301,IB10+,468.663262611363,NaN,NaN,2460
d25301,IB11+,430.673460109097,NaN,NaN,NaN
d25301,IB11A+,399.848329731582,NaN,NaN,NaN
d25301,IB12+,368.446595350603,NaN,NaN,NaN
d25301,IB12A+,340.666595350603,NaN,NaN,NaN
d25301,IB13+,312.886595350603,NaN,NaN,795
d25301,IB13A+,285.106595350603,NaN,NaN,775
d25301,IB14+,257.326595350603,NaN,NaN,805
d25301,IB15+,229.546595350603,NaN,NaN,825
d25301,IB16+,201.766595350603,NaN,NaN,770
d25301,IB16A+,173.986595350603,NaN,NaN,NaN
d25301,IB17+,141.10058472554,NaN,NaN,NaN
d25301,IB18S+,103.065136990246,NaN,NaN,NaN
d25301,IB19S+,69.8212652683242,NaN,NaN,NaN
d25301,IB20S+,40.4959705830945,NaN,NaN,NaN
d25301,IB21S+,19.4085773503411,-19.99899995327,63.2127999067307,NaN
d25301,IB22S+,6.72102209556408,NaN,NaN,NaN
cd17605,1G+,1302.89943777813,-6.20774999260902,56.6757499575615,NaN
cd17605,2G+,1295.32049608051,-6.32408332824707,56.6964999437332,NaN
cd17605,3G+,1289.5190615426,-6.40749999135733,56.7212499380112,65
cd17605,4G+,1282.06093016324,-6.52308332175016,56.7340832948685,40.0000000000006
cd17605,5G+,1272.9178431668,-6.67224998772144,56.7334999442101,15
cd17605,6G+,1260.72706050488,-6.87291665375233,56.7329165935516,75
cd17605,7G+,1248.01816957983,-7.08358332514763,56.7336665987968,145
cd17605,8G+,1237.86934301379,-7.24949999153614,56.7341666221619,99.9999999999988
cd17605,9G+,1227.72051644774,NaN,NaN,45
cd17605,10G+,1217.54121292504,NaN,NaN,45
cd17605,11G+,1207.20679717937,NaN,NaN,45
cd17605,12G+,1196.69115049774,NaN,NaN,79.9999999999992
cd17605,13G+,1186.15265230501,NaN,NaN,115
cd17605,14G+,1175.58696718581,NaN,NaN,NaN
cd17605,T+,1164.60896896915,NaN,NaN,NaN
cd17605,15G+,1149.57371459129,NaN,NaN,NaN
cd17605,S+,1133.08441927928,NaN,NaN,NaN
cd17605,R+,1118.82460680132,-9.10758332908154,57.0245832204819,194.999999999999
cd17605,Q+,1108.37380704328,NaN,NaN,265
cd17605,Q1+,1101.72574213887,NaN,NaN,750
cd17605,P+,1089.42707658295,-9.55874998867512,57.1271665692329,1235
cd17605,O+,1068.9500750927,-9.87558332085609,57.1926665902138,1230
cd17605,N+,1046.77417036539,-10.2145833075047,57.2669166326523,1205
cd17605,M+,1026.80500794072,-10.5244166404009,57.3349166512489,985
cd17605,L+,1011.24644495635,-10.7658333182335,57.383749961853,685
cd17605,K+,997.949349218572,-10.9728333204985,57.4250832796097,585
cd17605,J+,983.859226148175,-11.2004166543484,57.4584165811539,660
cd17605,I+,970.288862878406,-11.4259166568518,57.4751665592194,910
cd17605,H+,954.295750175461,-11.6913333237171,57.4874165654182,1075
cd17605,G+,932.842121461985,-12.0499999970198,57.5001665949821,1065
cd17605,F+,909.356986908352,-12.4352499991655,57.5204166173935,1065
cd17605,E+,890.849674734066,-12.74333332479,57.5369166135788,680
cd17605,D+,879.863313261289,-12.931749984622,57.5455832481384,229.999999999999
cd17605,C+,865.903377149661,-13.1651666462421,57.5582498908043,130
cd17605,B+,846.952231455968,-13.4829999804497,57.5755832791328,NaN
cd17605,A+,828.757970343109,NaN,NaN,NaN
cd17605,IB1+,806.770168481099,NaN,NaN,NaN
cd17605,IB1A+,781.137312284704,NaN,NaN,NaN
cd17605,IB2+,755.276537301711,NaN,NaN,NaN
cd17605,IB2A+,727.531676215033,NaN,NaN,NaN
cd17605,IB3+,701.779011653906,NaN,NaN,NaN
cd17605,IB3A+,677.70990248514,NaN,NaN,NaN
cd17605,IB4+,656.552122245144,NaN,NaN,NaN
cd17605,IB4A+,639.451050292806,NaN,NaN,NaN
cd17605,IB4B+,621.500630600615,NaN,NaN,NaN
cd17605,IB4C+,602.515916919915,NaN,NaN,NaN
cd17605,IB5+,586.044619970636,NaN,NaN,NaN
cd17605,IB6+,562.949888472012,NaN,NaN,NaN
cd17605,IB7+,538.601559837495,NaN,NaN,NaN
cd17605,IB8+,518.528667699264,NaN,NaN,NaN
cd17605,IB9+,499.742154822881,NaN,NaN,NaN
cd17605,IB10+,468.663262611363,NaN,NaN,NaN
cd17605,IB11+,430.673460109097,NaN,NaN,NaN
cd17605,IB11A+,399.848329731582,NaN,NaN,NaN
