CruiseID,Staname,Refdist,Lon,Lat,ZLoNM
d24299,1G,1307.56353281898,NaN,NaN,NaN
d24299,2G,1298.23534273729,NaN,NaN,NaN
d24299,3G,1292.40564942374,NaN,NaN,NaN
d24299,4G,1286.63247366146,NaN,NaN,NaN
d24299,5G,1277.48938666502,NaN,NaN,NaN
d24299,6G,1268.34629966858,NaN,NaN,NaN
d24299,7G,1253.10782134119,NaN,NaN,NaN
d24299,8G,1242.92851781848,NaN,NaN,NaN
d24299,9G,1232.81016820909,NaN,NaN,NaN
d24299,10G,1222.63086468639,NaN,NaN,NaN
d24299,11G,1212.45156116369,NaN,NaN,NaN
d24299,12G,1201.96203319506,NaN,NaN,NaN
d24299,13G,1191.42026780043,-8.02699998021126,56.7787998914719,115
d24299,14G,1180.88503680959,NaN,NaN,115
d24299,T,1170.28889756204,-8.33489999175072,56.8315999507904,105
d24299,15G,1158.92904037627,-8.50969997048378,56.8838999271393,105
d24299,S,1140.21838880631,-8.78379997611046,56.951299905777,105
d24299,R,1125.95044975225,-8.99909999966621,56.9990999698639,115
d24299,Q,1111.6987638504,-9.22629997134209,57.0544999837875,325
d24299,Q1,1105.04885023617,-9.33139997720718,57.0830999612808,765
d24299,P,1098.40263404158,-9.45409998297691,57.1109999418259,1195
d24299,O,1080.45151912432,NaN,NaN,1155
d24299,N,1057.44863106107,-10.0413999855518,57.2304999828339,1155
d24299,M,1036.09970966971,-10.3715999722481,57.2944999933243,1225
d24299,L,1017.51030621173,-10.6543999910355,57.3717999458313,785
d24299,K,1004.98258370098,-10.8447999954224,57.4027999639511,585
d24299,J,990.916114736166,-11.0736999809742,57.4436999559402,585
d24299,I,976.802337560184,-11.3085999786854,57.4661999940872,735
d24299,H,963.775388196627,-11.5351999998093,57.4864999055862,1225
d24299,G,944.816112154296,-11.8205999732018,57.5020999908447,1265
d24299,F,920.868130769674,-12.2579999864101,57.5079998970032,1175
d24299,E,897.845843047029,-12.6362999975681,57.5332999229431,1045
d24299,D,883.853506421104,-12.8672999739647,57.5448999404907,295
d24299,C,875.873120101474,-12.9911999702454,57.5587999820709,165
d24299,B,855.933634197848,-13.3296999931335,57.5645999908447,105
d24299,A,837.970828714088,-13.6314999759197,57.5629999637604,105
d24299,IB1,819.545111972131,-13.9490999877453,57.6924999952316,145
d24299,IB1A,793.995224990068,NaN,NaN,145
d24299,IB2,768.27939957934,-14.6357999742031,57.9597998857498,435
d24299,IB2A,742.273675024082,NaN,NaN,465
d24299,IB3,712.789677405983,-15.369999974966,58.2490999698639,NaN
d24299,IB3A,690.768345901829,NaN,NaN,NaN
d24299,IB4,664.651459068452,NaN,NaN,NaN
d24299,IB4A,648.452785421836,-16.1667999625206,58.5568999052048,NaN
d24299,IB4B,630.449315163777,NaN,NaN,NaN
d24299,IB4C,612.551946037453,NaN,NaN,NaN
d24299,IB5,592.479887802376,-17.0130999684334,58.8517999649048,845
d24299,IB6,579.609352138896,-17.2309999465942,58.9486999511719,845
d24299,IB7,546.290424805128,-17.6520999670029,59.1314998865128,985
d24299,IB8,530.912694869861,-17.8942999839783,59.2065999507904,1545
d24299,IB9,506.144640528667,-18.2684999704361,59.3319998979568,1885
d24299,IB10,493.339669117095,-18.4221999645233,59.408399939537,2435
d24299,IB11,443.986856105631,-19.1413999795914,59.6811999082565,2695
d24299,IB11A,417.360064112562,NaN,NaN,2695
d24299,IB12,382.336595350603,-19.9965999722481,60.0042999982834,NaN
d24299,IB12A,354.556595350603,NaN,NaN,NaN
d24299,IB13,326.776595350603,NaN,NaN,NaN
d24299,IB13A,298.996595350603,NaN,NaN,NaN
d24299,IB14,271.216595350603,NaN,NaN,NaN
d24299,IB15,243.436595350603,-20.0149999856949,61.2809998989105,NaN
d24299,IB16,215.656595350603,NaN,NaN,NaN
d24299,IB16A,187.876595350603,NaN,NaN,NaN
d24299,IB17,160.096595350603,-19.9976999759674,61.9642999172211,NaN
d24299,IB18S,122.104574100478,NaN,NaN,NaN
d24299,IB19S,84.0256998800135,NaN,NaN,NaN
d24299,IB20S,55.6168306566349,NaN,NaN,NaN
d24299,IB21S,25.3751105095541,NaN,NaN,NaN
d24299,IB22S,13.4420441911282,-19.9939999580383,63.2288999557495,NaN
d24299,IB23S,0,NaN,NaN,NaN
d24500,1G,1307.56353281898,NaN,NaN,NaN
d24500,2G,1298.23534273729,NaN,NaN,NaN
d24500,3G,1292.40564942374,NaN,NaN,NaN
d24500,4G,1286.63247366146,NaN,NaN,NaN
d24500,5G,1277.48938666502,NaN,NaN,NaN
d24500,6G,1268.34629966858,NaN,NaN,NaN
d24500,7G,1253.10782134119,-7.0033999979496,56.7348999977112,135
d24500,8G,1242.92851781848,NaN,NaN,135
d24500,9G,1232.81016820909,-7.33009999990463,56.7318999767303,155
d24500,10G,1222.63086468639,-7.50429999828339,56.7324999570847,45
d24500,11G,1212.45156116369,-7.66089999675751,56.733099937439,45
d24500,12G,1201.96203319506,NaN,NaN,45
d24500,13G,1191.42026780043,-8.01869997382164,56.7780998945236,105
d24500,14G,1180.88503680959,NaN,NaN,105
d24500,T,1170.28889756204,-8.33309999108315,56.8357999324799,115
d24500,15G,1158.92904037627,-8.49679997563362,56.8841999769211,115
d24500,S,1140.21838880631,-8.77949997782707,56.9475998878479,115
d24500,R,1125.95044975225,-9.00059998035431,57.0013999938965,125
d24500,Q,1111.6987638504,-9.22179999947548,57.0443999767303,335
d24500,Q1,1105.04885023617,-9.3275999724865,57.0918999910355,715
d24500,P,1098.40263404158,-9.42739999294281,57.1094999313354,1195
d24500,O,1080.45151912432,-9.68429997563362,57.1608999967575,1195
d24500,N,1057.44863106107,-10.0571999847889,57.2254999876022,1275
d24500,M,1036.09970966971,-10.39849999547,57.2990999221802,1305
d24500,L,1017.51030621173,-10.6693999767303,57.3628998994827,775
d24500,K,1004.98258370098,-10.8656999766827,57.4012999534607,585
d24500,J,990.916114736166,-11.054299980402,57.449599981308,585
d24500,I,976.802337560184,-11.3116999864578,57.4699999094009,745
d24500,H,963.775388196627,-11.4987999796867,57.4915999174118,1245
d24500,G,944.816112154296,-11.8412999808788,57.5101999044418,NaN
d24500,F,920.868130769674,NaN,NaN,NaN
d24500,E,897.845843047029,NaN,NaN,NaN
d24500,D,883.853506421104,NaN,NaN,NaN
d24500,C,875.873120101474,-13.0054999887943,57.5463999509811,NaN
d24500,B,855.933634197848,NaN,NaN,NaN
d24500,A,837.970828714088,NaN,NaN,NaN
d24500,IB1,819.545111972131,NaN,NaN,NaN
d24500,IB1A,793.995224990068,NaN,NaN,NaN
d24500,IB2,768.27939957934,NaN,NaN,NaN
d24500,IB2A,742.273675024082,NaN,NaN,NaN
d24500,IB3,712.789677405983,NaN,NaN,NaN
d24500,IB3A,690.768345901829,NaN,NaN,NaN
d24500,IB4,664.651459068452,NaN,NaN,NaN
d24500,IB4A,648.452785421836,NaN,NaN,NaN
d24500,IB4B,630.449315163777,NaN,NaN,NaN
d24500,IB4C,612.551946037453,NaN,NaN,NaN
d24500,IB5,592.479887802376,NaN,NaN,NaN
d24500,IB6,579.609352138896,NaN,NaN,NaN
d24500,IB7,546.290424805128,NaN,NaN,NaN
d24500,IB8,530.912694869861,NaN,NaN,NaN
d24500,IB9,506.144640528667,NaN,NaN,NaN
d24500,IB10,493.339669117095,NaN,NaN,NaN
d24500,IB11,443.986856105631,NaN,NaN,NaN
d24500,IB11A,417.360064112562,NaN,NaN,NaN
d24500,IB12,382.336595350603,NaN,NaN,NaN
d24500,IB12A,354.556595350603,NaN,NaN,NaN
d24500,IB13,326.776595350603,NaN,NaN,NaN
d24500,IB13A,298.996595350603,NaN,NaN,NaN
d24500,IB14,271.216595350603,NaN,NaN,NaN
d24500,IB15,243.436595350603,NaN,NaN,NaN
d24500,IB16,215.656595350603,NaN,NaN,NaN
d24500,IB16A,187.876595350603,NaN,NaN,NaN
d24500,IB17,160.096595350603,NaN,NaN,NaN
d24500,IB18S,122.104574100478,NaN,NaN,NaN
d24500,IB19S,84.0256998800135,NaN,NaN,NaN
d24500,IB20S,55.6168306566349,NaN,NaN,NaN
d24500,IB21S,25.3751105095541,NaN,NaN,NaN
d24500,IB22S,13.4420441911282,NaN,NaN,NaN
d24500,IB23S,0,NaN,NaN,NaN
d25301,1G,1307.56353281898,NaN,NaN,NaN
d25301,2G,1298.23534273729,NaN,NaN,NaN
d25301,3G,1292.40564942374,NaN,NaN,NaN
d25301,4G,1286.63247366146,NaN,NaN,NaN
d25301,5G,1277.48938666502,NaN,NaN,NaN
d25301,6G,1268.34629966858,NaN,NaN,NaN
d25301,7G,1253.10782134119,NaN,NaN,NaN
d25301,8G,1242.92851781848,NaN,NaN,NaN
d25301,9G,1232.81016820909,NaN,NaN,NaN
d25301,10G,1222.63086468639,NaN,NaN,NaN
d25301,11G,1212.45156116369,NaN,NaN,NaN
d25301,12G,1201.96203319506,NaN,NaN,NaN
d25301,13G,1191.42026780043,NaN,NaN,NaN
d25301,14G,1180.88503680959,NaN,NaN,NaN
d25301,T,1170.28889756204,-8.32019999623299,56.8320999145508,105
d25301,15G,1158.92904037627,-8.49619999527931,56.8809999227524,105
d25301,S,1140.21838880631,NaN,NaN,105
d25301,R,1125.95044975225,-8.99209997057915,56.9981999397278,NaN
d25301,Q,1111.6987638504,NaN,NaN,NaN
d25301,Q1,1105.04885023617,NaN,NaN,NaN
d25301,P,1098.40263404158,-9.42099997401237,57.0984998941422,1215
d25301,O,1080.45151912432,-9.69029998779297,57.1500999927521,1215
d25301,N,1057.44863106107,-10.0571999847889,57.229299902916,1225
d25301,M,1036.09970966971,-10.3764999806881,57.2894999980927,1305
d25301,L,1017.51030621173,-10.652999997139,57.3616999387741,785
d25301,K,1004.98258370098,-10.8515999913216,57.4014999866486,585
d25301,J,990.916114736166,-11.0795999765396,57.451299905777,585
d25301,I,976.802337560184,-11.310399979353,57.4723999500275,735
d25301,H,963.775388196627,-11.5318999886513,57.4870998859406,1095
d25301,G,944.816112154296,-11.8484999835491,57.4947999715805,1045
d25301,F,920.868130769674,-12.2440999746323,57.5113999843597,1045
d25301,E,897.845843047029,-12.6240999996662,57.5285999774933,1065
d25301,D,883.853506421104,-12.8625999987125,57.5281999111176,285
d25301,C,875.873120101474,-12.9980999827385,57.5498999357224,155
d25301,B,855.933634197848,-13.3327999711037,57.5673999786377,95
d25301,A,837.970828714088,-13.6343999803066,57.5851999521255,NaN
d25301,IB1,819.545111972131,NaN,NaN,NaN
d25301,IB1A,793.995224990068,NaN,NaN,NaN
d25301,IB2,768.27939957934,NaN,NaN,NaN
d25301,IB2A,742.273675024082,-14.9965999722481,58.0525999069214,NaN
d25301,IB3,712.789677405983,NaN,NaN,NaN
d25301,IB3A,690.768345901829,NaN,NaN,NaN
d25301,IB4,664.651459068452,-16.0004999637604,58.5106999874115,NaN
d25301,IB4A,648.452785421836,NaN,NaN,NaN
d25301,IB4B,630.449315163777,NaN,NaN,NaN
d25301,IB4C,612.551946037453,NaN,NaN,NaN
d25301,IB5,592.479887802376,NaN,NaN,NaN
d25301,IB6,579.609352138896,NaN,NaN,NaN
d25301,IB7,546.290424805128,NaN,NaN,NaN
d25301,IB8,530.912694869861,NaN,NaN,NaN
d25301,IB9,506.144640528667,NaN,NaN,NaN
d25301,IB10,493.339669117095,NaN,NaN,NaN
d25301,IB11,443.986856105631,NaN,NaN,NaN
d25301,IB11A,417.360064112562,NaN,NaN,NaN
d25301,IB12,382.336595350603,NaN,NaN,NaN
d25301,IB12A,354.556595350603,NaN,NaN,NaN
d25301,IB13,326.776595350603,-19.9876999855042,60.4896999597549,815
d25301,IB13A,298.996595350603,NaN,NaN,775
d25301,IB14,271.216595350603,-19.9692999720573,60.9823999404907,775
d25301,IB15,243.436595350603,NaN,NaN,835
d25301,IB16,215.656595350603,-20.0050999522209,61.4973999261856,815
d25301,IB16A,187.876595350603,NaN,NaN,725
d25301,IB17,160.096595350603,-19.9885999560356,61.9937999248505,NaN
d25301,IB18S,122.104574100478,NaN,NaN,NaN
d25301,IB19S,84.0256998800135,NaN,NaN,NaN
d25301,IB20S,55.6168306566349,NaN,NaN,NaN
d25301,IB21S,25.3751105095541,NaN,NaN,NaN
d25301,IB22S,13.4420441911282,-19.99899995327,63.2127999067307,NaN
d25301,IB23S,0,NaN,NaN,NaN
cd17605,1G,1307.56353281898,-6.13416665792465,56.6669999361038,NaN
cd17605,2G,1298.23534273729,-6.2813333272934,56.6844999790192,NaN
cd17605,3G,1292.40564942374,-6.36683332920074,56.7084999084473,65
cd17605,4G,1286.63247366146,-6.44816665351391,56.7339999675751,65
cd17605,5G,1277.48938666502,-6.59799998998642,56.7341666221619,15
cd17605,6G,1268.34629966858,-6.74649998545647,56.7328332662582,15
cd17605,7G,1253.10782134119,-6.99933332204819,56.732999920845,135
cd17605,8G,1242.92851781848,-7.16783332824707,56.7343332767487,155
cd17605,9G,1232.81016820909,-7.33116665482521,56.7339999675751,45
cd17605,10G,1222.63086468639,NaN,NaN,45
cd17605,11G,1212.45156116369,-7.66949999332428,56.7343332767487,45
cd17605,12G,1201.96203319506,NaN,NaN,45
cd17605,13G,1191.42026780043,-7.99983333051205,56.7821666002274,115
cd17605,14G,1180.88503680959,NaN,NaN,115
cd17605,T,1170.28889756204,-8.33416664600372,56.8358333110809,NaN
cd17605,15G,1158.92904037627,NaN,NaN,NaN
cd17605,S,1140.21838880631,NaN,NaN,NaN
cd17605,R,1125.95044975225,-9,56.9983332157135,125
cd17605,Q,1111.6987638504,-9.21516665816307,57.0508332252502,265
cd17605,Q1,1105.04885023617,NaN,NaN,265
cd17605,P,1098.40263404158,-9.41433331370354,57.1001665592194,1235
cd17605,O,1080.45151912432,-9.7031666636467,57.1541665792465,1235
cd17605,N,1057.44863106107,-10.0479999780655,57.231166601181,1225
cd17605,M,1036.09970966971,-10.3811666369438,57.3026666641235,1185
cd17605,L,1017.51030621173,-10.667666643858,57.3671666383743,785
cd17605,K,1004.98258370098,-10.863999992609,57.4003332853317,585
cd17605,J,990.916114736166,-11.0816666483879,57.4498332738876,585
cd17605,I,976.802337560184,-11.3191666603088,57.4669998884201,735
cd17605,H,963.775388196627,-11.5326666533947,57.4833332300186,1085
cd17605,G,944.816112154296,-11.8499999940395,57.4914999008179,1065
cd17605,F,920.868130769674,-12.25,57.5088332891464,1065
cd17605,E,897.845843047029,-12.6204999983311,57.5319999456406,1065
cd17605,D,883.853506421104,-12.8661666512489,57.541833281517,295
cd17605,C,875.873120101474,-12.9973333179951,57.5493332147598,165
cd17605,B,855.933634197848,-13.3329999744892,57.5671665668488,95
cd17605,A,837.970828714088,-13.6329999864101,57.5839999914169,NaN
cd17605,IB1,819.545111972131,NaN,NaN,NaN
cd17605,IB1A,793.995224990068,NaN,NaN,NaN
cd17605,IB2,768.27939957934,NaN,NaN,NaN
cd17605,IB2A,742.273675024082,NaN,NaN,NaN
cd17605,IB3,712.789677405983,NaN,NaN,NaN
cd17605,IB3A,690.768345901829,NaN,NaN,NaN
cd17605,IB4,664.651459068452,NaN,NaN,NaN
cd17605,IB4A,648.452785421836,NaN,NaN,NaN
cd17605,IB4B,630.449315163777,NaN,NaN,NaN
cd17605,IB4C,612.551946037453,NaN,NaN,NaN
cd17605,IB5,592.479887802376,NaN,NaN,NaN
cd17605,IB6,579.609352138896,NaN,NaN,NaN
cd17605,IB7,546.290424805128,NaN,NaN,NaN
cd17605,IB8,530.912694869861,NaN,NaN,NaN
cd17605,IB9,506.144640528667,NaN,NaN,NaN
cd17605,IB10,493.339669117095,NaN,NaN,NaN
cd17605,IB11,443.986856105631,NaN,NaN,NaN
cd17605,IB11A,417.360064112562,NaN,NaN,NaN
